"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","associate's degree","standard","none","67","72","67"
"male","group D","associate's degree","standard","none","67","69","68"
"male","group D","associate's degree","standard","none","88","78","77"
"male","group A","bachelor's degree","standard","completed","59","63","65"
"male","group E","associate's degree","free/reduced","none","83","68","69"
"male","group C","master's degree","standard","completed","80","68","71"
"female","group E","associate's degree","standard","completed","89","87","87"
"female","group D","associate's degree","free/reduced","none","60","72","70"
"female","group C","master's degree","standard","none","61","61","66"
"female","group D","some college","free/reduced","none","71","76","75"
"female","group E","bachelor's degree","free/reduced","none","62","64","67"
"female","group B","some college","free/reduced","none","66","77","76"
"male","group C","high school","standard","completed","78","69","72"
"female","group C","some high school","standard","none","55","61","58"
"female","group A","high school","free/reduced","none","43","56","53"
"female","group D","some college","free/reduced","completed","40","54","67"
"male","group E","some high school","standard","completed","65","72","67"
"female","group B","master's degree","standard","none","59","62","60"
"male","group E","high school","free/reduced","none","57","59","51"
"male","group C","some high school","standard","completed","72","68","62"
"male","group B","master's degree","standard","none","82","87","75"
"male","group A","some high school","free/reduced","none","40","35","35"
"female","group D","some college","standard","none","63","68","68"
"male","group E","some college","standard","completed","80","72","72"
"male","group D","high school","free/reduced","none","49","45","38"
"female","group A","associate's degree","standard","completed","88","100","100"
"female","group D","some college","free/reduced","none","28","45","40"
"female","group D","high school","free/reduced","none","46","64","62"
"female","group B","associate's degree","standard","none","60","79","74"
"male","group B","some high school","standard","completed","89","86","81"
"female","group C","associate's degree","standard","completed","63","74","69"
"male","group D","associate's degree","free/reduced","none","56","61","57"
"male","group B","high school","free/reduced","none","61","64","55"
"male","group C","some high school","standard","none","62","55","52"
"female","group A","some college","free/reduced","completed","43","60","54"
"female","group D","associate's degree","free/reduced","none","49","51","52"
"male","group C","bachelor's degree","standard","none","66","63","64"
"male","group D","some high school","free/reduced","none","49","38","39"
"male","group D","some high school","standard","none","95","83","78"
"female","group B","associate's degree","free/reduced","completed","56","78","81"
"male","group B","some college","free/reduced","completed","58","58","60"
"female","group E","some college","standard","none","51","57","57"
"female","group B","bachelor's degree","standard","none","83","94","94"
"male","group B","bachelor's degree","standard","none","79","77","71"
"male","group B","associate's degree","standard","none","82","80","78"
"female","group B","associate's degree","standard","none","59","72","71"
"male","group D","associate's degree","standard","none","69","70","66"
"female","group C","some college","standard","completed","46","54","52"
"male","group D","bachelor's degree","standard","none","88","85","88"
"female","group C","some high school","standard","completed","56","60","62"
"male","group C","associate's degree","standard","none","83","79","71"
"male","group E","high school","standard","completed","92","82","80"
"male","group B","associate's degree","standard","none","62","62","61"
"male","group D","high school","standard","completed","75","64","73"
"male","group D","some high school","standard","completed","86","80","86"
"female","group D","associate's degree","standard","completed","64","69","79"
"male","group C","some high school","standard","none","50","52","45"
"male","group D","high school","standard","completed","81","79","82"
"female","group D","bachelor's degree","free/reduced","completed","62","80","87"
"female","group C","bachelor's degree","free/reduced","none","67","82","81"
"male","group E","associate's degree","standard","none","83","88","78"
"female","group D","bachelor's degree","standard","none","49","60","67"
"female","group B","high school","standard","completed","72","86","92"
"female","group A","associate's degree","standard","none","61","72","66"
"male","group D","bachelor's degree","standard","none","75","67","62"
"female","group C","high school","standard","completed","74","90","89"
"female","group B","associate's degree","free/reduced","none","43","59","63"
"female","group C","some college","standard","none","58","66","66"
"female","group D","some college","free/reduced","completed","48","46","56"
"male","group C","bachelor's degree","standard","none","90","89","84"
"female","group D","some college","standard","completed","79","74","83"
"male","group C","some college","standard","completed","85","81","79"
"female","group D","high school","standard","completed","80","95","86"
"male","group E","bachelor's degree","standard","none","95","81","76"
"male","group C","some college","standard","none","82","74","76"
"female","group D","associate's degree","free/reduced","completed","74","99","88"
"female","group D","high school","standard","completed","87","99","100"
"female","group A","some high school","standard","none","41","61","51"
"female","group C","some college","standard","none","70","77","76"
"female","group E","some high school","standard","completed","80","82","85"
"male","group A","some college","standard","completed","74","71","64"
"female","group D","bachelor's degree","standard","completed","93","100","100"
"female","group C","some high school","free/reduced","none","35","47","41"
"female","group D","some high school","standard","completed","69","81","85"
"male","group D","some college","standard","completed","41","37","41"
"male","group D","high school","free/reduced","completed","44","44","48"
"female","group D","some college","free/reduced","none","65","76","75"
"female","group C","some high school","standard","completed","66","81","81"
"male","group B","high school","free/reduced","completed","60","61","60"
"male","group C","bachelor's degree","standard","none","77","74","71"
"female","group C","some college","standard","none","63","73","63"
"female","group C","high school","free/reduced","none","66","72","75"
"female","group C","associate's degree","standard","completed","69","76","75"
"female","group C","bachelor's degree","free/reduced","none","69","89","87"
"male","group D","master's degree","standard","none","84","70","68"
"female","group B","associate's degree","standard","none","83","84","86"
"male","group C","high school","free/reduced","none","71","54","57"
"male","group C","bachelor's degree","free/reduced","none","62","54","54"
"female","group E","bachelor's degree","standard","completed","86","97","94"
"male","group B","high school","free/reduced","completed","68","79","72"
"male","group D","high school","free/reduced","none","59","53","48"
"male","group D","high school","standard","none","67","61","60"
"female","group C","high school","standard","none","47","52","54"
"male","group A","high school","standard","none","61","53","51"
"female","group B","some college","standard","none","60","76","74"
"female","group D","some high school","free/reduced","none","63","75","70"
"male","group C","bachelor's degree","standard","completed","75","84","81"
"male","group C","some college","standard","none","77","75","73"
"male","group C","high school","standard","none","75","72","73"
"female","group C","some high school","free/reduced","completed","59","78","75"
"female","group D","associate's degree","standard","none","76","72","78"
"female","group B","associate's degree","free/reduced","none","36","50","51"
"male","group C","associate's degree","standard","none","68","56","62"
"female","group C","bachelor's degree","standard","none","60","75","76"
"female","group C","some high school","standard","none","38","43","42"
"female","group C","high school","free/reduced","none","54","65","60"
"female","group C","bachelor's degree","standard","completed","65","72","71"
"female","group C","some high school","standard","none","72","79","74"
"male","group B","associate's degree","standard","none","70","71","70"
"female","group D","bachelor's degree","standard","none","66","79","79"
"female","group C","master's degree","free/reduced","none","79","81","81"
"female","group D","some college","free/reduced","completed","79","87","87"
"male","group D","associate's degree","standard","completed","57","56","58"
"female","group D","some college","free/reduced","none","64","71","73"
"male","group D","high school","standard","none","95","84","77"
"female","group C","some college","standard","completed","59","72","75"
"female","group E","some high school","free/reduced","none","69","76","73"
"male","group E","high school","standard","none","82","74","64"
"male","group D","some college","free/reduced","none","53","41","42"
"female","group D","high school","standard","none","43","54","53"
"female","group A","associate's degree","free/reduced","completed","47","62","59"
"female","group A","high school","free/reduced","none","53","67","64"
"female","group B","some high school","free/reduced","completed","40","64","59"
"male","group C","master's degree","standard","none","73","76","71"
"male","group D","some college","free/reduced","completed","65","65","66"
"female","group E","associate's degree","standard","none","92","95","90"
"male","group C","some college","standard","none","66","67","63"
"female","group C","associate's degree","free/reduced","none","74","84","74"
"female","group E","associate's degree","free/reduced","none","91","94","90"
"male","group D","associate's degree","standard","none","79","74","69"
"male","group C","bachelor's degree","standard","completed","89","90","96"
"female","group B","some college","standard","none","73","79","73"
"male","group B","bachelor's degree","standard","none","84","73","73"
"male","group D","associate's degree","standard","none","88","91","86"
"female","group C","some high school","free/reduced","none","36","60","50"
"female","group B","bachelor's degree","free/reduced","completed","65","85","89"
"male","group E","high school","standard","none","82","70","63"
"male","group E","some college","free/reduced","none","95","83","79"
"male","group D","high school","standard","none","67","62","62"
"female","group D","some high school","free/reduced","completed","55","74","72"
"female","group C","master's degree","free/reduced","none","59","70","69"
"female","group D","some college","standard","none","80","79","86"
"male","group C","associate's degree","free/reduced","none","66","69","57"
"female","group A","associate's degree","standard","completed","81","89","94"
"female","group C","some college","free/reduced","none","27","48","43"
"female","group A","bachelor's degree","standard","none","43","51","49"
"female","group C","some college","standard","none","78","84","83"
"female","group C","some college","standard","none","65","74","76"
"female","group D","associate's degree","standard","completed","77","94","96"
"female","group C","bachelor's degree","standard","completed","54","64","69"
"female","group D","associate's degree","standard","completed","67","64","78"
"female","group E","some college","standard","none","71","69","72"
"female","group B","some high school","free/reduced","none","64","80","69"
"male","group B","high school","standard","none","67","73","64"
"male","group D","associate's degree","standard","none","55","42","45"
"male","group E","associate's degree","standard","none","85","73","70"
"female","group D","some college","standard","none","88","92","94"
"female","group D","master's degree","free/reduced","completed","65","80","86"
"female","group A","some high school","standard","none","64","66","67"
"female","group A","some college","free/reduced","none","66","69","65"
"female","group C","some college","standard","none","61","64","61"
"male","group C","high school","standard","none","68","66","60"
"female","group C","some college","free/reduced","completed","67","82","77"
"male","group C","high school","standard","completed","61","62","64"
"male","group D","some high school","standard","none","56","48","43"
"female","group B","some college","standard","completed","74","75","88"
"female","group D","associate's degree","standard","none","65","65","67"
"male","group C","master's degree","standard","completed","80","71","71"
"male","group C","associate's degree","standard","none","69","56","60"
"male","group C","high school","standard","none","45","35","26"
"male","group B","master's degree","standard","none","55","49","48"
"female","group C","some college","standard","none","46","56","59"
"male","group A","bachelor's degree","free/reduced","none","54","48","49"
"female","group D","high school","free/reduced","none","58","73","66"
"female","group C","some college","standard","none","70","82","83"
"male","group D","associate's degree","standard","none","94","92","87"
"female","group B","bachelor's degree","free/reduced","completed","62","78","76"
"male","group E","high school","standard","completed","96","83","88"
"male","group C","some high school","free/reduced","none","72","69","66"
"female","group D","high school","free/reduced","none","51","55","56"
"female","group C","some college","standard","none","84","83","82"
"male","group D","master's degree","standard","completed","95","93","93"
"male","group D","some college","standard","none","87","87","91"
"male","group A","associate's degree","free/reduced","none","65","64","60"
"male","group B","associate's degree","standard","none","94","88","80"
"female","group A","some college","standard","none","52","66","63"
"male","group C","high school","standard","none","57","61","58"
"male","group E","high school","standard","none","73","60","57"
"female","group C","some college","standard","none","71","87","84"
"male","group C","associate's degree","free/reduced","completed","73","68","63"
"male","group A","some high school","standard","none","55","56","52"
"male","group C","some college","free/reduced","none","33","35","35"
"female","group B","bachelor's degree","standard","completed","65","85","85"
"female","group E","high school","standard","none","75","69","70"
"female","group D","some college","standard","none","62","72","72"
"male","group D","associate's degree","standard","none","66","70","68"
"female","group B","some college","standard","none","38","53","53"
"male","group C","some college","standard","none","66","71","68"
"female","group D","bachelor's degree","free/reduced","none","54","67","65"
"male","group C","some high school","free/reduced","completed","66","63","64"
"female","group B","associate's degree","standard","none","62","73","72"
"male","group D","bachelor's degree","free/reduced","completed","89","91","93"
"male","group A","some college","standard","completed","75","71","71"
"female","group D","bachelor's degree","standard","completed","66","79","81"
"female","group E","master's degree","standard","completed","80","80","86"
"female","group C","high school","standard","none","55","57","59"
"female","group B","master's degree","standard","none","72","70","73"
"female","group A","some college","standard","none","64","68","68"
"female","group B","high school","standard","none","61","71","68"
"female","group C","some high school","standard","none","57","69","63"
"male","group B","some high school","standard","none","55","44","43"
"male","group B","high school","free/reduced","none","36","41","33"
"male","group B","high school","free/reduced","none","38","24","26"
"female","group C","high school","free/reduced","none","75","84","78"
"female","group C","associate's degree","standard","none","55","64","58"
"female","group C","some high school","standard","completed","61","82","86"
"male","group D","some college","standard","none","89","82","76"
"male","group D","some college","free/reduced","none","73","73","73"
"female","group E","high school","standard","completed","91","84","87"
"female","group E","bachelor's degree","standard","completed","92","91","95"
"male","group D","associate's degree","free/reduced","none","60","59","62"
"female","group D","high school","free/reduced","none","52","63","62"
"male","group D","some high school","free/reduced","none","53","43","41"
"female","group C","some high school","standard","none","56","60","59"
"female","group D","some high school","free/reduced","none","62","72","69"
"male","group E","bachelor's degree","standard","none","94","85","86"
"female","group C","high school","standard","completed","69","75","73"
"female","group D","high school","free/reduced","completed","67","75","79"
"female","group D","associate's degree","standard","none","63","73","70"
"male","group D","master's degree","free/reduced","completed","63","65","64"
"male","group B","high school","free/reduced","none","61","63","54"
"male","group C","some high school","free/reduced","completed","55","69","62"
"male","group E","associate's degree","standard","completed","88","76","77"
"male","group C","high school","standard","completed","75","79","72"
"male","group D","some high school","standard","completed","77","75","76"
"female","group C","high school","free/reduced","completed","64","79","81"
"female","group D","associate's degree","free/reduced","completed","63","81","82"
"male","group E","high school","standard","none","80","71","62"
"male","group C","high school","standard","none","67","62","57"
"female","group D","some college","free/reduced","none","66","83","81"
"female","group C","associate's degree","standard","none","76","81","85"
"male","group B","some high school","free/reduced","completed","60","56","57"
"female","group D","some high school","standard","none","62","62","64"
"female","group B","associate's degree","standard","completed","73","76","77"
"male","group C","some high school","free/reduced","none","67","69","64"
"female","group B","some college","standard","none","82","81","82"
"male","group A","associate's degree","standard","none","89","85","75"
"male","group C","bachelor's degree","standard","none","64","48","48"
"female","group B","associate's degree","standard","completed","47","64","63"
"male","group D","some college","standard","completed","99","92","94"
"male","group B","some high school","standard","completed","84","76","76"
"female","group D","high school","standard","none","61","57","59"
"female","group C","high school","standard","completed","64","67","69"
"female","group C","high school","standard","none","45","48","42"
"male","group C","associate's degree","free/reduced","none","46","47","43"
"female","group E","associate's degree","standard","completed","85","100","96"
"female","group E","high school","free/reduced","none","51","53","58"
"male","group B","some college","free/reduced","none","36","34","28"
"male","group D","associate's degree","standard","none","71","56","53"
"male","group D","some college","standard","completed","86","86","84"
"female","group D","some high school","standard","completed","90","96","99"
"male","group D","associate's degree","free/reduced","none","61","61","58"
"female","group E","some college","standard","none","76","79","73"
"male","group E","some college","standard","completed","94","86","91"
"female","group D","some college","standard","completed","74","71","72"
"male","group D","high school","standard","none","65","63","56"
"male","group C","some college","standard","completed","48","53","46"
"female","group C","high school","standard","none","63","82","79"
"female","group C","some college","standard","none","51","55","54"
"female","group C","high school","standard","none","58","63","64"
"female","group C","high school","free/reduced","none","79","77","80"
"male","group D","bachelor's degree","standard","none","79","69","67"
"female","group A","some high school","standard","none","72","75","75"
"male","group B","high school","standard","none","74","63","58"
"female","group C","some college","free/reduced","none","72","82","82"
"female","group C","bachelor's degree","standard","none","69","84","84"
"female","group C","high school","standard","none","80","88","84"
"female","group C","high school","standard","none","77","81","81"
"female","group A","associate's degree","standard","completed","79","94","97"
"male","group E","some college","free/reduced","completed","77","82","78"
"male","group C","associate's degree","standard","none","69","67","63"
"male","group B","bachelor's degree","standard","completed","77","81","86"
"male","group D","some college","standard","none","78","71","74"
"male","group E","high school","standard","completed","81","75","71"
"female","group B","some college","standard","completed","80","84","88"
"female","group C","some high school","standard","none","35","54","50"
"female","group C","associate's degree","standard","none","63","70","65"
"female","group E","master's degree","standard","completed","97","100","100"
"female","group D","some high school","standard","completed","78","82","84"
"male","group B","associate's degree","standard","none","74","72","68"
"female","group D","some high school","free/reduced","completed","58","64","68"
"male","group D","some college","free/reduced","completed","69","70","70"
"male","group E","associate's degree","standard","none","66","59","62"
"female","group B","some high school","standard","none","53","56","54"
"female","group C","high school","free/reduced","none","49","55","55"
"female","group C","bachelor's degree","standard","completed","70","78","79"
"male","group C","associate's degree","standard","completed","88","71","72"
"male","group C","some high school","standard","none","73","67","60"
"female","group A","some high school","standard","none","60","66","60"
"female","group B","some college","free/reduced","none","43","47","49"
"male","group C","some college","free/reduced","completed","36","43","43"
"female","group D","some college","free/reduced","none","85","84","92"
"female","group B","some college","standard","none","26","38","35"
"male","group D","high school","free/reduced","completed","62","60","63"
"female","group D","some college","standard","none","62","77","75"
"female","group C","some college","standard","none","63","63","67"
"female","group D","high school","standard","completed","69","71","74"
"male","group E","some college","free/reduced","none","60","43","42"
"female","group C","bachelor's degree","standard","completed","85","98","94"
"female","group D","high school","standard","none","90","88","95"
"male","group D","some college","standard","none","73","63","62"
"male","group D","high school","standard","completed","74","61","63"
"female","group D","some high school","free/reduced","none","48","71","61"
"male","group B","some high school","standard","completed","75","73","74"
"male","group C","some college","standard","none","76","74","72"
"female","group D","associate's degree","standard","completed","71","83","82"
"female","group D","high school","standard","none","64","77","74"
"female","group C","associate's degree","standard","completed","78","88","89"
"female","group E","associate's degree","standard","completed","74","82","86"
"male","group C","some college","standard","none","88","91","81"
"female","group C","some high school","standard","completed","47","50","50"
"male","group C","some college","free/reduced","none","79","77","71"
"female","group E","high school","standard","completed","73","76","85"
"male","group E","associate's degree","standard","none","81","70","69"
"female","group B","some college","standard","none","41","49","49"
"female","group D","some college","free/reduced","none","52","63","65"
"female","group D","associate's degree","standard","none","76","78","79"
"female","group C","associate's degree","standard","none","87","92","92"
"female","group E","high school","standard","none","57","59","56"
"female","group A","some high school","free/reduced","none","41","50","40"
"male","group E","some college","standard","none","81","63","62"
"female","group C","some high school","standard","completed","70","87","87"
"female","group E","associate's degree","standard","none","57","67","70"
"male","group D","some college","standard","none","64","52","48"
"female","group D","some high school","free/reduced","none","42","43","44"
"female","group C","high school","standard","none","67","73","67"
"female","group B","associate's degree","standard","none","50","70","68"
"female","group C","some high school","standard","completed","60","69","76"
"female","group B","associate's degree","standard","none","60","71","70"
"female","group B","associate's degree","standard","none","82","79","84"
"male","group D","some college","standard","none","56","45","51"
"female","group B","some high school","standard","completed","76","82","93"
"female","group B","associate's degree","free/reduced","none","80","89","91"
"male","group A","some college","standard","none","86","81","79"
"female","group D","high school","free/reduced","completed","69","80","85"
"male","group A","associate's degree","free/reduced","completed","64","63","63"
"female","group D","bachelor's degree","free/reduced","completed","47","56","62"
"male","group B","some college","standard","none","85","74","70"
"female","group E","some college","free/reduced","none","76","74","81"
"male","group A","some high school","standard","none","81","85","79"
"male","group D","some high school","standard","completed","76","76","73"
"female","group E","some college","free/reduced","none","83","85","81"
"female","group D","some college","standard","none","85","89","87"
"male","group C","high school","standard","completed","67","70","62"
"male","group C","some college","standard","none","84","73","68"
"male","group C","high school","free/reduced","none","70","65","61"
"male","group D","some high school","standard","none","71","56","49"
"male","group E","high school","standard","completed","86","77","71"
"male","group B","some college","standard","none","58","54","56"
"female","group C","high school","free/reduced","completed","46","60","53"
"male","group C","bachelor's degree","free/reduced","completed","87","83","88"
"male","group A","some college","standard","completed","59","56","63"
"male","group C","some college","standard","completed","39","39","34"
"female","group D","some college","free/reduced","none","54","72","76"
"female","group D","high school","free/reduced","none","52","65","61"
"female","group B","some high school","free/reduced","completed","47","66","65"
"male","group E","master's degree","standard","none","76","69","68"
"female","group D","high school","standard","completed","56","65","69"
"female","group C","some high school","standard","completed","66","66","70"
"female","group C","bachelor's degree","standard","none","72","82","88"
"male","group E","some high school","standard","completed","85","85","84"
"male","group B","some college","standard","completed","80","87","82"
"female","group D","associate's degree","standard","completed","99","100","100"
"female","group A","associate's degree","standard","none","71","85","77"
"female","group C","associate's degree","free/reduced","none","51","66","62"
"male","group D","some high school","standard","none","53","49","51"
"male","group B","bachelor's degree","standard","completed","66","65","71"
"female","group D","some college","free/reduced","none","71","71","77"
"male","group D","some high school","standard","none","71","67","68"
"female","group D","high school","standard","none","65","72","68"
"female","group C","some college","standard","none","57","67","66"
"male","group D","associate's degree","free/reduced","completed","96","93","88"
"male","group E","master's degree","standard","none","99","96","95"
"male","group D","high school","standard","none","49","39","40"
"female","group B","associate's degree","standard","none","56","60","58"
"female","group B","master's degree","standard","none","83","87","90"
"male","group D","associate's degree","standard","none","73","67","72"
"female","group C","bachelor's degree","free/reduced","completed","32","47","48"
"female","group E","associate's degree","standard","completed","88","98","99"
"female","group D","some college","standard","none","54","57","61"
"male","group D","master's degree","free/reduced","none","72","63","69"
"female","group D","some high school","standard","completed","81","84","92"
"male","group C","associate's degree","standard","completed","75","66","68"
"female","group E","some college","standard","none","74","69","67"
"male","group D","some high school","standard","none","82","88","83"
"male","group C","high school","free/reduced","none","70","79","68"
"female","group B","master's degree","standard","completed","97","100","100"
"male","group D","some college","standard","completed","90","75","80"
"female","group C","some college","standard","none","71","84","78"
"male","group A","bachelor's degree","standard","completed","91","100","100"
"female","group B","high school","free/reduced","completed","44","59","65"
"male","group E","high school","free/reduced","completed","74","71","69"
"female","group E","some college","standard","completed","58","70","68"
"male","group A","high school","standard","completed","93","80","85"
"male","group E","some high school","standard","completed","77","74","70"
"male","group E","bachelor's degree","standard","none","59","49","53"
"male","group B","associate's degree","standard","none","60","63","59"
"female","group D","some college","standard","completed","81","92","94"
