"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group A","associate's degree","standard","completed","71","79","76"
"male","group D","some high school","free/reduced","completed","47","58","54"
"female","group D","associate's degree","free/reduced","completed","73","90","88"
"female","group D","some college","standard","none","82","81","91"
"male","group D","some college","standard","none","42","45","39"
"female","group D","master's degree","standard","none","76","93","92"
"female","group D","some high school","free/reduced","completed","46","63","67"
"female","group E","some high school","free/reduced","completed","75","83","84"
"female","group C","high school","standard","completed","70","73","82"
"male","group B","bachelor's degree","standard","none","71","65","67"
"male","group D","some high school","free/reduced","completed","66","70","62"
"female","group C","some high school","free/reduced","none","59","65","64"
"male","group C","bachelor's degree","free/reduced","completed","50","58","53"
"female","group D","some high school","standard","completed","86","98","100"
"female","group C","associate's degree","standard","none","54","60","60"
"male","group C","some college","standard","completed","80","73","73"
"male","group B","some high school","standard","none","62","51","45"
"male","group E","master's degree","standard","none","98","88","84"
"male","group D","associate's degree","standard","none","57","57","49"
"male","group D","some college","free/reduced","none","62","54","56"
"male","group A","some high school","standard","none","65","64","57"
"female","group B","some college","free/reduced","none","35","54","51"
"female","group C","high school","free/reduced","none","78","80","82"
"male","group E","some college","free/reduced","none","69","70","65"
"female","group C","some high school","standard","none","80","87","82"
"female","group C","some college","standard","none","82","87","87"
"female","group C","high school","standard","completed","61","68","70"
"female","group E","associate's degree","standard","completed","60","69","68"
"male","group B","some college","standard","none","73","67","62"
"male","group D","master's degree","free/reduced","none","74","63","62"
"female","group B","high school","standard","none","81","87","89"
"female","group C","some college","free/reduced","completed","75","90","93"
"male","group C","associate's degree","standard","completed","87","76","82"
"female","group E","high school","free/reduced","completed","74","87","86"
"male","group D","master's degree","standard","none","86","89","86"
"male","group B","some high school","standard","none","64","48","49"
"male","group D","some college","free/reduced","none","47","61","60"
"male","group B","some college","standard","none","55","50","44"
"male","group C","associate's degree","standard","none","82","72","77"
"male","group A","bachelor's degree","standard","completed","77","63","68"
"female","group C","high school","standard","completed","84","97","99"
"male","group B","associate's degree","free/reduced","completed","57","53","54"
"male","group D","some college","free/reduced","completed","78","78","79"
"female","group C","associate's degree","standard","none","59","66","57"
"male","group A","high school","standard","none","49","46","43"
"male","group C","high school","standard","none","51","47","52"
"female","group C","associate's degree","standard","none","68","74","77"
"male","group B","high school","free/reduced","completed","72","81","77"
"female","group D","some college","free/reduced","none","37","53","55"
"male","group D","some college","standard","completed","87","82","87"
"female","group C","some high school","standard","completed","68","72","74"
"male","group D","high school","free/reduced","completed","68","73","74"
"male","group A","some college","free/reduced","none","55","54","43"
"female","group B","high school","standard","none","47","53","48"
"male","group E","master's degree","standard","none","82","81","74"
"female","group C","associate's degree","standard","none","71","84","76"
"female","group B","some college","free/reduced","none","48","64","61"
"female","group C","bachelor's degree","standard","none","82","90","91"
"male","group E","some college","standard","completed","71","69","65"
"male","group B","some college","standard","none","58","55","51"
"female","group D","high school","standard","completed","45","70","65"
"male","group C","bachelor's degree","standard","none","84","70","69"
"female","group D","high school","free/reduced","completed","53","72","67"
"female","group A","high school","standard","none","55","62","60"
"female","group C","some college","standard","none","61","54","61"
"male","group B","associate's degree","standard","none","58","61","61"
"male","group D","some high school","standard","completed","100","99","93"
"female","group C","some college","standard","none","49","74","62"
"male","group B","associate's degree","standard","none","88","87","75"
"female","group B","some high school","standard","completed","65","80","83"
"male","group D","high school","standard","completed","55","61","62"
"male","group C","some college","standard","none","74","84","75"
"male","group D","some college","standard","none","73","71","63"
"female","group C","some high school","standard","none","60","69","68"
"female","group C","some college","free/reduced","none","45","61","58"
"female","group D","associate's degree","free/reduced","none","47","53","54"
"male","group A","some college","standard","none","73","65","58"
"male","group C","high school","free/reduced","completed","82","89","87"
"male","group B","bachelor's degree","standard","completed","72","70","72"
"male","group C","high school","free/reduced","none","44","55","48"
"female","group D","high school","standard","none","69","65","67"
"male","group D","some college","free/reduced","none","84","73","76"
"female","group D","some college","standard","completed","65","75","77"
"male","group E","some college","standard","completed","79","78","76"
"male","group C","some high school","free/reduced","completed","63","65","60"
"female","group B","some college","free/reduced","none","60","67","67"
"male","group C","high school","standard","completed","88","88","89"
"male","group D","associate's degree","standard","completed","76","75","76"
"female","group C","some high school","standard","none","50","60","52"
"female","group C","master's degree","free/reduced","completed","61","74","75"
"female","group D","bachelor's degree","standard","none","38","52","58"
"female","group D","some college","standard","none","77","86","91"
"male","group C","master's degree","standard","none","58","44","45"
"female","group B","some high school","standard","completed","75","83","88"
"male","group C","master's degree","standard","none","72","69","57"
"female","group D","bachelor's degree","standard","none","83","100","100"
"male","group B","some high school","free/reduced","completed","56","62","57"
"female","group A","some high school","free/reduced","none","57","77","70"
"female","group B","some college","standard","none","73","87","83"
"male","group E","master's degree","free/reduced","none","39","35","29"
"female","group C","some high school","free/reduced","none","57","69","65"
"male","group D","some college","standard","completed","96","91","93"
"male","group D","associate's degree","free/reduced","none","53","50","47"
"male","group D","some college","free/reduced","completed","78","80","76"
"male","group C","high school","standard","none","65","71","65"
"female","group C","some college","standard","completed","71","72","70"
"female","group B","some college","standard","completed","67","73","79"
"female","group D","some college","free/reduced","completed","54","76","71"
"male","group D","master's degree","free/reduced","completed","69","62","69"
"female","group C","high school","free/reduced","none","53","66","64"
"male","group D","some college","free/reduced","completed","50","47","43"
"female","group A","associate's degree","standard","completed","54","67","73"
"female","group A","some high school","standard","none","70","76","81"
"female","group E","some high school","standard","none","97","100","98"
"female","group C","some college","standard","completed","76","71","81"
"female","group E","high school","standard","none","71","75","71"
"male","group E","associate's degree","free/reduced","none","89","85","79"
"female","group B","some college","standard","none","58","73","68"
"male","group D","some college","standard","completed","56","63","69"
"female","group C","some high school","standard","completed","72","77","83"
"female","group D","some high school","free/reduced","completed","43","51","57"
"male","group D","bachelor's degree","free/reduced","none","77","74","69"
"male","group B","some college","standard","none","84","76","78"
"female","group D","some college","free/reduced","completed","55","66","66"
"female","group C","bachelor's degree","standard","none","66","65","72"
"female","group B","high school","standard","none","59","66","64"
"male","group E","high school","free/reduced","none","76","64","64"
"male","group A","master's degree","free/reduced","completed","80","75","79"
"male","group D","master's degree","standard","none","70","59","65"
"male","group A","bachelor's degree","standard","completed","74","74","73"
"male","group D","some college","free/reduced","none","44","37","34"
"male","group A","associate's degree","standard","none","80","78","70"
"female","group E","associate's degree","free/reduced","none","65","82","74"
"female","group D","associate's degree","standard","none","66","82","88"
"male","group D","associate's degree","free/reduced","none","74","73","73"
"male","group B","high school","free/reduced","completed","58","58","63"
"female","group D","associate's degree","standard","none","84","92","90"
"male","group C","some high school","standard","completed","55","55","52"
"female","group C","some college","free/reduced","none","70","74","72"
"female","group D","high school","standard","none","43","53","55"
"female","group D","associate's degree","free/reduced","none","43","52","52"
"male","group E","high school","standard","none","67","57","51"
"male","group D","high school","free/reduced","none","68","61","59"
"female","group E","some college","standard","none","77","77","72"
"male","group A","associate's degree","standard","none","59","57","53"
"male","group B","some high school","standard","none","70","56","59"
"female","group B","bachelor's degree","standard","none","63","72","71"
"female","group B","bachelor's degree","free/reduced","none","60","72","75"
"female","group C","high school","standard","none","77","84","84"
"female","group B","some college","free/reduced","completed","63","78","75"
"female","group E","associate's degree","standard","none","93","91","93"
"female","group B","high school","standard","none","66","70","68"
"female","group B","master's degree","free/reduced","none","53","63","57"
"female","group A","some college","standard","completed","77","91","91"
"male","group C","high school","free/reduced","none","75","76","69"
"male","group D","some college","standard","none","80","86","80"
"female","group C","high school","free/reduced","none","49","62","56"
"female","group C","bachelor's degree","standard","completed","59","69","70"
"male","group C","some college","free/reduced","none","60","68","62"
"male","group B","high school","standard","completed","81","81","75"
"male","group D","bachelor's degree","standard","completed","71","61","60"
"female","group B","some college","standard","completed","69","81","80"
"male","group D","high school","standard","none","91","78","76"
"male","group B","master's degree","standard","none","36","15","17"
"female","group B","associate's degree","standard","completed","72","80","85"
"male","group B","some college","standard","completed","92","92","93"
"female","group B","some college","free/reduced","completed","80","91","88"
"male","group C","associate's degree","standard","none","82","79","69"
"male","group E","bachelor's degree","standard","completed","91","81","84"
"female","group C","some high school","free/reduced","completed","40","49","52"
"male","group D","high school","standard","none","55","62","62"
"male","group C","some high school","free/reduced","none","35","35","27"
"male","group C","associate's degree","standard","none","65","52","54"
"female","group D","high school","free/reduced","none","42","50","47"
"female","group D","some college","free/reduced","none","53","67","70"
"male","group E","associate's degree","standard","none","71","61","52"
"female","group C","high school","free/reduced","none","57","64","64"
"male","group C","some high school","free/reduced","none","42","39","44"
"male","group C","high school","standard","completed","54","56","52"
"male","group D","associate's degree","standard","completed","87","76","78"
"female","group C","associate's degree","free/reduced","none","60","76","73"
"female","group E","master's degree","standard","none","79","81","81"
"male","group E","some high school","standard","none","66","62","55"
"female","group C","high school","free/reduced","none","76","76","78"
"male","group D","some college","standard","completed","85","81","88"
"female","group C","bachelor's degree","standard","completed","78","85","85"
"female","group E","some high school","free/reduced","none","66","75","72"
"female","group C","some high school","free/reduced","none","64","70","63"
"male","group D","some high school","free/reduced","none","74","76","76"
"male","group A","some college","standard","completed","85","77","77"
"male","group C","some college","free/reduced","completed","70","84","76"
"male","group C","some high school","standard","none","55","53","52"
"male","group C","some high school","free/reduced","none","57","56","50"
"male","group D","master's degree","free/reduced","none","53","54","54"
"female","group C","some college","standard","completed","81","96","92"
"female","group A","high school","standard","none","47","58","61"
"male","group D","master's degree","standard","none","64","50","56"
"male","group D","bachelor's degree","standard","none","58","58","57"
"female","group D","high school","free/reduced","completed","74","88","79"
"male","group D","some college","free/reduced","none","54","46","51"
"male","group C","some college","standard","none","65","64","61"
"male","group D","bachelor's degree","standard","none","83","75","77"
"male","group D","associate's degree","standard","completed","75","67","64"
"female","group C","associate's degree","standard","completed","58","77","72"
"female","group D","high school","standard","none","78","98","98"
"female","group C","high school","standard","none","66","79","75"
"male","group D","some high school","standard","none","74","57","61"
"female","group C","some high school","standard","completed","82","87","89"
"male","group D","some high school","standard","completed","68","69","79"
"male","group A","bachelor's degree","standard","none","92","89","79"
"female","group E","bachelor's degree","standard","none","71","62","63"
"male","group C","some high school","standard","completed","80","74","78"
"female","group B","some college","standard","none","72","80","77"
"male","group B","bachelor's degree","standard","completed","85","84","92"
"male","group E","some college","standard","completed","72","71","67"
"female","group C","associate's degree","standard","completed","82","97","96"
"female","group D","master's degree","free/reduced","none","68","80","79"
"female","group D","some high school","free/reduced","completed","64","72","78"
"female","group D","high school","free/reduced","none","49","64","61"
"male","group A","some college","standard","none","77","82","82"
"female","group C","bachelor's degree","standard","none","48","57","57"
"female","group C","associate's degree","standard","none","53","52","57"
"female","group D","some high school","free/reduced","none","37","42","39"
"female","group D","associate's degree","free/reduced","completed","65","82","81"
"female","group D","high school","free/reduced","none","64","82","78"
"male","group C","associate's degree","standard","completed","76","75","74"
"female","group B","associate's degree","free/reduced","none","78","86","83"
"male","group D","some college","standard","none","76","63","65"
"female","group E","some college","standard","completed","79","85","88"
"female","group E","some college","standard","none","74","95","89"
"male","group C","some high school","free/reduced","completed","69","73","69"
"female","group D","some college","free/reduced","completed","61","76","70"
"female","group D","associate's degree","standard","none","89","98","100"
"female","group C","some college","standard","completed","45","75","73"
"female","group B","high school","standard","none","59","73","73"
"female","group D","some college","standard","completed","72","79","79"
"male","group C","high school","free/reduced","completed","70","68","64"
"male","group D","associate's degree","standard","none","82","73","67"
"male","group C","high school","standard","none","81","75","80"
"female","group B","some high school","standard","completed","46","62","58"
"female","group C","some college","free/reduced","completed","58","68","66"
"male","group D","associate's degree","standard","none","71","58","59"
"female","group E","high school","standard","completed","50","52","54"
"male","group C","high school","standard","completed","70","64","67"
"female","group C","high school","standard","completed","63","75","78"
"male","group B","associate's degree","standard","completed","69","70","64"
"male","group C","associate's degree","standard","none","60","61","49"
"female","group B","associate's degree","standard","none","46","54","52"
"female","group B","some college","standard","none","87","92","92"
"female","group D","some college","standard","completed","75","85","81"
"male","group D","some high school","standard","none","75","77","76"
"female","group C","some college","standard","none","62","59","69"
"female","group E","some high school","standard","completed","66","69","69"
"female","group D","some high school","free/reduced","completed","67","79","79"
"male","group D","some high school","standard","none","72","72","68"
"female","group A","some high school","standard","none","57","59","65"
"male","group D","bachelor's degree","standard","completed","84","76","87"
"female","group C","some high school","standard","completed","73","82","86"
"female","group B","some college","standard","completed","60","75","77"
"male","group C","associate's degree","standard","completed","86","74","70"
"female","group A","bachelor's degree","standard","none","64","73","72"
"male","group E","some college","free/reduced","none","73","68","58"
"female","group C","associate's degree","free/reduced","none","58","65","60"
"male","group D","some college","standard","none","94","80","80"
"female","group A","some college","standard","completed","73","85","84"
"male","group C","high school","standard","none","56","59","59"
"male","group E","some high school","standard","completed","89","91","84"
"male","group C","associate's degree","standard","none","62","62","50"
"female","group A","some college","standard","none","74","75","71"
"female","group D","high school","standard","completed","59","74","72"
"female","group E","bachelor's degree","standard","none","78","85","89"
"female","group D","bachelor's degree","free/reduced","none","65","71","76"
"male","group D","associate's degree","free/reduced","completed","50","59","57"
"male","group B","bachelor's degree","free/reduced","none","63","77","69"
"male","group B","some college","standard","completed","39","35","40"
"male","group C","some college","standard","none","95","87","75"
"male","group E","some college","free/reduced","completed","78","68","72"
"male","group C","some college","standard","completed","97","86","91"
"female","group D","master's degree","free/reduced","completed","54","63","67"
"female","group E","some high school","standard","completed","96","98","100"
"female","group D","some college","standard","completed","51","77","81"
"female","group B","some college","standard","none","68","85","81"
"female","group A","some high school","standard","none","70","87","82"
"female","group C","high school","standard","none","63","68","66"
"male","group C","some high school","standard","completed","38","30","28"
"male","group E","high school","standard","none","76","64","56"
"female","group D","some college","free/reduced","none","40","52","51"
"male","group D","master's degree","standard","none","97","83","86"
"female","group C","some college","standard","completed","49","66","66"
"male","group D","some high school","standard","none","86","87","80"
"female","group A","some college","standard","none","79","87","84"
"female","group D","some high school","standard","none","70","63","71"
"male","group D","high school","standard","none","70","59","65"
"male","group C","associate's degree","standard","none","84","90","82"
"male","group A","some high school","standard","none","63","54","56"
"male","group B","master's degree","standard","none","86","78","73"
"female","group B","high school","free/reduced","none","27","34","34"
"male","group D","high school","free/reduced","none","52","61","55"
"female","group E","some high school","standard","none","60","71","69"
"female","group C","some college","standard","completed","89","96","96"
"male","group B","associate's degree","standard","completed","92","96","98"
"male","group D","high school","standard","none","72","70","70"
"male","group D","some high school","free/reduced","completed","72","66","68"
"female","group B","associate's degree","free/reduced","none","72","86","86"
"female","group D","associate's degree","standard","none","75","88","83"
"female","group B","associate's degree","standard","none","59","69","69"
"female","group E","some college","standard","none","67","82","83"
"female","group D","master's degree","standard","none","84","89","93"
"female","group E","some college","standard","none","70","70","70"
"male","group D","some college","free/reduced","none","54","43","49"
"female","group D","some college","standard","none","78","85","88"
"male","group C","associate's degree","standard","completed","67","72","66"
"female","group C","master's degree","standard","none","76","82","89"
"male","group C","high school","standard","completed","52","56","57"
"female","group C","high school","standard","completed","90","100","99"
"male","group B","associate's degree","standard","completed","79","69","72"
"male","group A","high school","free/reduced","completed","60","71","69"
"male","group D","associate's degree","free/reduced","none","65","74","65"
"female","group D","master's degree","free/reduced","none","61","74","80"
"male","group B","associate's degree","free/reduced","completed","73","81","79"
"female","group E","high school","free/reduced","none","38","51","45"
"male","group E","some college","standard","completed","100","94","100"
"female","group E","some high school","standard","completed","87","82","91"
"male","group C","associate's degree","standard","none","74","75","68"
"female","group C","high school","free/reduced","none","46","58","53"
"male","group A","bachelor's degree","free/reduced","none","63","54","44"
"male","group B","associate's degree","standard","none","59","56","49"
"female","group D","high school","standard","none","57","66","66"
"female","group E","high school","free/reduced","none","46","52","51"
"female","group C","associate's degree","standard","none","72","74","73"
"male","group A","high school","standard","none","73","68","63"
"male","group D","master's degree","standard","none","83","74","71"
"female","group E","master's degree","free/reduced","none","81","98","94"
"male","group C","some college","standard","none","63","66","61"
"male","group E","high school","standard","none","89","75","74"
"male","group B","associate's degree","standard","completed","86","81","82"
"male","group D","some college","free/reduced","completed","67","69","63"
"female","group A","bachelor's degree","standard","completed","63","72","76"
"male","group D","high school","free/reduced","none","61","61","59"
"male","group E","some high school","standard","completed","78","66","65"
"female","group D","high school","standard","completed","59","67","71"
"male","group D","some high school","standard","none","73","61","62"
"female","group C","master's degree","standard","none","84","94","90"
"male","group E","master's degree","free/reduced","none","94","87","80"
"female","group D","master's degree","standard","none","62","57","62"
"male","group C","bachelor's degree","free/reduced","none","56","55","55"
"female","group C","associate's degree","standard","none","32","50","46"
"male","group A","some college","free/reduced","none","59","63","57"
"male","group D","some college","standard","none","78","64","72"
"male","group D","high school","standard","completed","96","85","89"
"female","group B","high school","standard","completed","80","83","79"
"female","group C","high school","standard","completed","65","81","78"
"male","group B","master's degree","standard","none","61","51","56"
"female","group D","some college","free/reduced","none","50","56","61"
"male","group B","high school","standard","completed","79","80","78"
"female","group D","bachelor's degree","standard","none","64","66","75"
"male","group B","high school","standard","none","62","49","52"
"female","group C","associate's degree","free/reduced","none","64","76","72"
"male","group C","high school","standard","none","57","51","46"
"male","group A","associate's degree","standard","none","50","46","45"
"male","group E","bachelor's degree","standard","none","100","99","94"
"female","group C","high school","standard","none","65","68","71"
"female","group D","associate's degree","free/reduced","completed","68","87","85"
"female","group C","bachelor's degree","free/reduced","completed","82","88","86"
"female","group A","high school","free/reduced","none","52","59","61"
"female","group A","some college","standard","completed","75","83","91"
"male","group B","high school","free/reduced","none","45","50","39"
"female","group A","bachelor's degree","standard","none","92","100","97"
"female","group C","associate's degree","standard","none","70","65","67"
"male","group E","some high school","free/reduced","none","67","64","53"
"female","group C","associate's degree","standard","none","53","69","66"
"male","group C","some college","free/reduced","none","75","75","76"
"male","group B","master's degree","standard","completed","71","65","71"
"female","group B","some college","standard","none","83","93","90"
"female","group B","bachelor's degree","standard","none","89","88","93"
"male","group B","bachelor's degree","standard","none","67","62","58"
"female","group B","bachelor's degree","free/reduced","none","47","56","55"
"female","group B","some college","standard","none","34","48","44"
"male","group D","some high school","standard","none","55","50","55"
"female","group A","high school","standard","none","69","82","76"
"male","group E","high school","standard","completed","81","73","68"
"male","group C","some high school","free/reduced","none","55","61","52"
"male","group C","some high school","standard","none","72","74","70"
"male","group E","bachelor's degree","standard","completed","89","82","82"
"female","group C","some college","free/reduced","none","51","65","67"
"male","group C","bachelor's degree","standard","none","89","77","76"
"male","group C","associate's degree","standard","none","93","76","78"
"male","group B","some high school","free/reduced","completed","65","66","62"
"male","group C","some high school","standard","completed","74","69","66"
"male","group E","high school","free/reduced","completed","67","72","63"
"female","group D","associate's degree","standard","none","74","76","78"
"female","group D","associate's degree","standard","completed","75","85","83"
"male","group E","some high school","standard","none","51","46","41"
"female","group C","associate's degree","free/reduced","completed","57","72","76"
"female","group D","some college","free/reduced","none","32","45","47"
"female","group B","high school","standard","none","50","60","54"
"male","group B","bachelor's degree","standard","completed","77","77","75"
"female","group A","bachelor's degree","standard","none","72","71","69"
"female","group E","some college","standard","none","92","91","95"
"male","group C","associate's degree","standard","completed","68","68","67"
"male","group D","some college","standard","completed","77","77","75"
"female","group C","high school","standard","completed","72","71","75"
"male","group D","high school","free/reduced","none","57","62","57"
"female","group C","bachelor's degree","standard","none","40","58","53"
"male","group D","associate's degree","standard","none","75","74","74"
"male","group C","some college","standard","completed","74","72","75"
"male","group C","master's degree","standard","none","67","68","63"
"male","group C","associate's degree","standard","completed","78","79","70"
"male","group C","some high school","standard","completed","78","72","74"
"male","group E","associate's degree","standard","completed","82","75","71"
"male","group D","high school","standard","none","77","76","74"
"male","group B","some high school","standard","completed","60","51","51"
"female","group D","bachelor's degree","standard","none","79","73","87"
"female","group C","some high school","standard","completed","76","90","90"
"female","group D","some high school","free/reduced","none","47","60","51"
"female","group C","some high school","standard","none","67","79","75"
