"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group B","some high school","free/reduced","none","40","57","53"
"male","group B","associate's degree","standard","completed","86","88","89"
"male","group E","bachelor's degree","free/reduced","completed","48","40","47"
"female","group C","high school","standard","completed","58","63","72"
"male","group C","some college","free/reduced","none","73","69","57"
"male","group C","high school","standard","none","58","56","59"
"female","group A","some college","standard","none","75","84","76"
"male","group E","bachelor's degree","standard","none","96","94","96"
"female","group D","high school","standard","completed","73","75","86"
"female","group D","bachelor's degree","standard","none","70","88","86"
"female","group B","associate's degree","standard","none","66","76","76"
"female","group C","associate's degree","standard","completed","79","98","97"
"female","group B","associate's degree","standard","none","71","75","83"
"female","group C","some college","free/reduced","completed","45","72","69"
"male","group E","some college","standard","none","73","68","61"
"female","group D","some high school","standard","none","63","66","66"
"male","group D","bachelor's degree","standard","completed","69","58","64"
"male","group C","some high school","standard","none","75","64","56"
"male","group A","some high school","standard","completed","75","74","69"
"male","group C","some college","standard","none","72","63","60"
"male","group B","bachelor's degree","free/reduced","none","49","41","44"
"female","group C","master's degree","free/reduced","completed","37","53","60"
"male","group D","some college","free/reduced","none","50","53","50"
"female","group B","high school","free/reduced","none","54","55","54"
"male","group B","associate's degree","standard","none","79","62","64"
"female","group B","bachelor's degree","free/reduced","none","69","74","75"
"male","group A","some college","standard","none","69","59","54"
"female","group A","associate's degree","free/reduced","none","62","76","73"
"female","group C","high school","free/reduced","none","46","67","65"
"female","group C","bachelor's degree","standard","none","75","77","75"
"female","group B","some high school","standard","completed","65","60","61"
"female","group E","master's degree","standard","none","91","100","100"
"female","group D","some college","standard","completed","93","100","100"
"male","group C","some college","standard","none","53","49","49"
"female","group A","master's degree","free/reduced","none","44","65","64"
"male","group A","associate's degree","standard","completed","94","87","85"
"female","group A","associate's degree","free/reduced","completed","52","73","68"
"female","group C","associate's degree","standard","none","89","90","93"
"male","group C","some college","free/reduced","completed","60","59","57"
"male","group E","some college","standard","none","67","60","62"
"female","group B","bachelor's degree","standard","completed","79","76","81"
"male","group B","bachelor's degree","standard","none","61","60","55"
"female","group D","master's degree","free/reduced","none","48","60","59"
"female","group B","associate's degree","free/reduced","none","62","78","74"
"female","group C","high school","free/reduced","none","58","69","63"
"male","group E","master's degree","free/reduced","none","74","61","64"
"female","group D","some college","free/reduced","none","55","67","68"
"female","group D","bachelor's degree","standard","none","86","90","98"
"male","group C","associate's degree","standard","none","77","68","67"
"female","group E","high school","standard","none","85","91","91"
"male","group B","associate's degree","standard","none","59","62","55"
"female","group E","associate's degree","standard","none","59","60","55"
"male","group D","associate's degree","standard","completed","89","85","86"
"male","group C","associate's degree","standard","completed","93","82","90"
"female","group B","high school","standard","none","67","66","69"
"female","group C","high school","standard","none","60","62","64"
"male","group B","associate's degree","free/reduced","none","68","57","60"
"male","group B","high school","standard","none","66","54","51"
"female","group B","some high school","standard","completed","52","69","72"
"female","group D","high school","standard","none","74","71","76"
"male","group C","associate's degree","standard","none","69","65","57"
"female","group C","some college","free/reduced","none","48","54","57"
"male","group C","bachelor's degree","free/reduced","none","72","81","72"
"female","group C","associate's degree","free/reduced","none","67","76","77"
"female","group D","some college","standard","none","74","76","80"
"male","group A","some college","standard","completed","66","79","72"
"female","group C","some high school","free/reduced","none","23","43","36"
"male","group E","bachelor's degree","standard","completed","85","83","82"
"female","group C","master's degree","standard","none","71","82","79"
"female","group E","high school","free/reduced","none","55","55","56"
"female","group C","some college","standard","completed","91","90","89"
"female","group E","associate's degree","free/reduced","completed","61","67","68"
"male","group B","bachelor's degree","standard","none","86","83","82"
"female","group B","some college","standard","completed","46","69","72"
"female","group B","associate's degree","standard","completed","71","75","80"
"female","group C","some college","free/reduced","completed","72","90","89"
"female","group C","high school","standard","none","57","65","65"
"female","group D","high school","standard","none","69","85","83"
"female","group B","associate's degree","standard","none","60","68","64"
"male","group B","some high school","standard","completed","58","57","52"
"male","group C","some college","free/reduced","none","78","68","69"
"male","group D","some college","standard","completed","87","93","90"
"male","group C","high school","free/reduced","completed","65","74","72"
"female","group C","some college","free/reduced","none","56","65","65"
"male","group E","high school","free/reduced","none","71","62","62"
"female","group C","bachelor's degree","standard","none","89","94","91"
"male","group A","associate's degree","standard","none","47","48","42"
"male","group C","some high school","standard","none","55","53","51"
"female","group E","bachelor's degree","standard","none","81","86","90"
"male","group D","some high school","free/reduced","completed","74","77","71"
"female","group A","high school","standard","none","68","77","76"
"female","group D","some college","free/reduced","none","50","57","59"
"female","group D","associate's degree","free/reduced","none","69","83","79"
"female","group D","associate's degree","free/reduced","completed","63","87","91"
"male","group C","some college","standard","completed","93","95","98"
"female","group B","associate's degree","standard","none","57","68","72"
"male","group B","some college","standard","none","55","51","51"
"male","group D","high school","standard","completed","79","77","78"
"male","group C","some high school","standard","none","72","71","69"
"female","group E","some high school","standard","none","66","77","66"
"female","group C","some college","standard","none","56","61","56"
"female","group C","some high school","free/reduced","none","56","63","64"
"female","group D","some high school","standard","none","59","69","66"
"male","group D","bachelor's degree","standard","none","79","69","70"
"male","group C","some college","standard","none","91","77","80"
"female","group E","high school","free/reduced","none","56","56","53"
"female","group E","high school","standard","completed","98","98","98"
"female","group C","associate's degree","free/reduced","completed","70","91","87"
"female","group E","master's degree","free/reduced","none","66","86","85"
"female","group C","bachelor's degree","standard","none","80","87","91"
"female","group D","some college","free/reduced","completed","63","76","75"
"male","group C","associate's degree","standard","none","80","72","67"
"male","group D","some high school","free/reduced","none","66","63","53"
"male","group C","some college","standard","none","50","49","48"
"female","group D","high school","free/reduced","completed","58","68","71"
"female","group D","some college","standard","none","73","82","82"
"female","group C","associate's degree","free/reduced","none","66","71","68"
"female","group C","associate's degree","free/reduced","completed","61","81","81"
"female","group A","master's degree","standard","none","51","64","68"
"female","group C","high school","free/reduced","none","61","67","64"
"female","group B","some college","free/reduced","none","62","66","64"
"female","group B","some college","standard","none","45","53","57"
"male","group C","high school","free/reduced","none","47","44","38"
"male","group E","bachelor's degree","standard","none","81","73","71"
"female","group B","some college","standard","none","83","88","89"
"male","group D","associate's degree","free/reduced","completed","80","67","76"
"male","group B","associate's degree","standard","none","65","64","60"
"male","group D","some college","standard","none","85","89","84"
"female","group C","master's degree","standard","none","86","97","100"
"male","group B","associate's degree","standard","completed","83","77","83"
"male","group A","some high school","free/reduced","completed","65","59","53"
"male","group C","some college","free/reduced","none","79","68","63"
"male","group D","bachelor's degree","standard","none","80","72","69"
"female","group B","high school","standard","completed","84","99","100"
"male","group A","some college","standard","completed","68","57","59"
"female","group C","some college","standard","none","60","59","60"
"male","group A","high school","standard","none","52","51","45"
"male","group B","some college","free/reduced","none","60","68","59"
"female","group B","some college","free/reduced","none","32","41","46"
"female","group C","master's degree","standard","none","55","57","56"
"female","group E","high school","free/reduced","completed","66","71","71"
"male","group B","bachelor's degree","standard","completed","100","85","93"
"female","group B","bachelor's degree","free/reduced","completed","75","79","85"
"female","group B","some college","standard","none","53","68","70"
"male","group B","some high school","free/reduced","none","42","47","37"
"male","group E","master's degree","standard","completed","88","72","78"
"female","group C","some high school","standard","none","73","77","74"
"male","group D","some high school","standard","completed","67","64","73"
"female","group C","some college","standard","completed","74","73","77"
"male","group E","some college","standard","completed","100","95","93"
"male","group D","some college","standard","completed","69","75","72"
"male","group D","associate's degree","standard","completed","75","70","71"
"male","group C","bachelor's degree","free/reduced","none","59","51","49"
"male","group D","master's degree","standard","none","93","100","94"
"male","group E","some college","free/reduced","completed","88","77","76"
"female","group B","high school","free/reduced","completed","59","67","67"
"female","group D","high school","free/reduced","completed","64","81","82"
"female","group B","high school","standard","none","51","54","51"
"male","group C","high school","standard","completed","60","61","56"
"female","group B","associate's degree","free/reduced","none","45","68","62"
"male","group C","some college","standard","none","81","92","86"
"female","group E","some college","standard","none","66","74","66"
"male","group D","some college","free/reduced","none","62","58","55"
"male","group D","associate's degree","standard","none","86","85","81"
"female","group B","high school","standard","none","46","52","53"
"female","group B","some college","standard","none","57","62","61"
"male","group B","high school","standard","none","63","61","57"
"female","group C","some high school","free/reduced","none","62","74","70"
"male","group D","master's degree","standard","none","90","88","89"
"male","group C","bachelor's degree","standard","none","81","71","70"
"female","group C","high school","standard","none","63","74","78"
"male","group B","associate's degree","free/reduced","none","65","66","61"
"male","group E","some high school","free/reduced","none","48","53","39"
"female","group E","associate's degree","standard","completed","84","90","93"
"male","group B","some high school","standard","none","72","71","62"
"male","group B","some high school","standard","none","57","61","55"
"male","group B","master's degree","standard","none","69","76","75"
"male","group C","bachelor's degree","free/reduced","completed","78","74","74"
"female","group D","some high school","standard","completed","41","57","51"
"male","group E","high school","free/reduced","none","65","63","60"
"female","group D","some college","free/reduced","none","59","66","70"
"male","group C","high school","free/reduced","none","52","46","43"
"female","group C","some college","standard","none","80","94","94"
"male","group E","associate's degree","free/reduced","completed","53","54","56"
"female","group B","high school","standard","none","54","63","62"
"female","group D","bachelor's degree","free/reduced","none","43","53","59"
"male","group E","some college","standard","none","100","89","88"
"female","group E","some college","standard","completed","91","87","96"
"female","group C","high school","free/reduced","completed","54","76","69"
"male","group E","high school","free/reduced","none","74","57","55"
"male","group C","some college","standard","completed","60","61","65"
"male","group A","master's degree","free/reduced","completed","44","42","42"
"female","group B","master's degree","standard","completed","74","85","84"
"female","group B","master's degree","standard","none","64","76","76"
"male","group D","some college","standard","completed","72","67","73"
"male","group D","high school","standard","none","56","49","44"
"female","group D","some high school","free/reduced","completed","67","85","82"
"female","group D","some college","free/reduced","none","73","77","77"
"male","group D","associate's degree","standard","none","72","70","72"
"female","group D","associate's degree","standard","none","71","80","80"
"male","group A","master's degree","standard","completed","64","62","56"
"male","group A","associate's degree","standard","none","66","65","68"
"female","group C","some high school","standard","none","69","81","80"
"female","group A","associate's degree","standard","completed","66","74","69"
"male","group D","high school","free/reduced","none","42","51","40"
"male","group B","high school","standard","none","71","71","67"
"male","group E","master's degree","standard","completed","100","96","100"
"female","group E","associate's degree","standard","completed","99","100","100"
"female","group B","bachelor's degree","free/reduced","completed","63","69","70"
"female","group D","some college","standard","none","67","72","73"
"male","group C","some college","standard","none","64","56","54"
"male","group C","bachelor's degree","standard","completed","89","91","89"
"male","group C","high school","standard","none","65","56","48"
"male","group A","some high school","standard","completed","67","64","60"
"female","group D","high school","standard","none","53","74","69"
"male","group C","high school","free/reduced","none","60","62","52"
"female","group C","some high school","standard","completed","97","87","88"
"male","group C","associate's degree","standard","completed","68","63","63"
"male","group C","some high school","standard","none","73","77","66"
"male","group D","some college","standard","none","76","73","68"
"female","group C","some high school","standard","none","61","79","74"
"female","group B","some college","standard","none","55","68","66"
"female","group C","some high school","standard","completed","59","73","79"
"female","group C","some high school","standard","none","68","69","73"
"female","group C","some college","standard","none","70","75","68"
"female","group C","some high school","standard","completed","62","68","67"
"female","group C","bachelor's degree","standard","none","61","63","63"
"female","group A","some college","standard","none","75","89","87"
"male","group C","master's degree","free/reduced","none","56","50","54"
"female","group D","some high school","standard","completed","71","84","83"
"male","group C","high school","standard","completed","84","90","83"
"female","group B","high school","standard","none","61","74","66"
"female","group A","master's degree","standard","completed","74","79","87"
"male","group D","some high school","free/reduced","none","59","67","62"
"male","group C","high school","standard","completed","67","83","77"
"male","group C","master's degree","free/reduced","completed","74","70","72"
"male","group E","high school","standard","none","80","78","72"
"female","group D","bachelor's degree","standard","completed","76","78","86"
"male","group E","some high school","standard","completed","83","73","73"
"male","group D","some high school","standard","none","86","85","86"
"male","group B","bachelor's degree","standard","completed","74","67","66"
"male","group C","some high school","free/reduced","none","61","66","63"
"female","group E","bachelor's degree","free/reduced","none","89","93","91"
"female","group B","some high school","standard","none","49","54","56"
"female","group C","some college","standard","none","60","76","78"
"female","group C","some high school","standard","completed","56","67","71"
"female","group E","high school","standard","none","49","60","47"
"male","group D","associate's degree","free/reduced","completed","73","71","75"
"female","group B","associate's degree","standard","completed","66","75","80"
"female","group B","associate's degree","standard","none","59","70","65"
"male","group D","bachelor's degree","free/reduced","none","50","56","49"
"female","group D","some high school","standard","completed","50","59","59"
"female","group A","some college","standard","completed","65","77","79"
"female","group B","high school","free/reduced","none","58","69","66"
"female","group D","some high school","standard","none","73","81","80"
"male","group E","high school","standard","none","93","69","65"
"male","group B","some college","free/reduced","none","62","61","57"
"female","group E","associate's degree","standard","completed","64","85","81"
"female","group E","master's degree","standard","none","70","73","68"
"female","group B","high school","standard","completed","70","82","84"
"female","group C","some college","standard","completed","68","74","77"
"male","group C","high school","standard","none","60","56","49"
"male","group C","some college","standard","none","81","74","74"
"female","group D","bachelor's degree","standard","completed","85","93","100"
"female","group B","some college","standard","none","64","66","67"
"male","group B","some high school","free/reduced","none","35","46","31"
"male","group D","associate's degree","standard","completed","85","95","90"
"female","group E","high school","standard","completed","42","58","53"
"female","group E","associate's degree","free/reduced","none","70","75","73"
"male","group E","high school","standard","none","72","59","60"
"female","group C","some college","free/reduced","none","46","51","52"
"female","group A","some college","standard","none","63","64","68"
"male","group C","bachelor's degree","free/reduced","none","80","75","69"
"female","group C","associate's degree","standard","none","67","77","77"
"male","group D","some college","standard","none","70","67","61"
"male","group C","high school","free/reduced","none","76","68","70"
"male","group B","some college","standard","completed","53","52","52"
"female","group B","high school","standard","completed","71","69","64"
"male","group B","some college","free/reduced","none","65","66","65"
"male","group B","high school","free/reduced","none","59","54","46"
"male","group A","some high school","standard","completed","67","58","59"
"male","group D","some high school","standard","none","91","87","76"
"male","group D","high school","standard","none","80","67","66"
"male","group C","associate's degree","standard","none","76","75","73"
"female","group B","bachelor's degree","standard","completed","79","77","83"
"male","group C","some high school","standard","none","53","42","38"
"female","group B","high school","free/reduced","none","41","48","40"
"female","group C","associate's degree","free/reduced","none","45","61","61"
"male","group C","bachelor's degree","standard","completed","75","61","58"
"female","group B","some high school","free/reduced","none","50","67","62"
"male","group C","some high school","standard","completed","77","71","69"
"female","group C","bachelor's degree","free/reduced","none","56","74","67"
"female","group E","high school","standard","none","41","45","48"
"female","group D","bachelor's degree","standard","none","91","100","100"
"male","group A","associate's degree","standard","none","95","88","79"
"female","group A","high school","standard","completed","60","67","75"
"female","group D","some high school","standard","none","58","77","71"
"male","group D","associate's degree","standard","none","63","65","59"
"female","group C","high school","standard","completed","56","61","69"
"female","group C","some college","free/reduced","none","57","75","74"
"male","group B","bachelor's degree","standard","completed","87","76","80"
"male","group D","associate's degree","standard","none","61","58","56"
"male","group E","bachelor's degree","standard","none","78","83","81"
"male","group D","master's degree","standard","none","91","81","78"
"female","group E","bachelor's degree","free/reduced","none","58","63","66"
"male","group D","some college","standard","none","56","48","46"
"male","group C","associate's degree","standard","none","80","72","61"
"male","group B","some college","standard","none","53","49","50"
"male","group B","some high school","free/reduced","none","42","53","47"
"female","group D","some college","standard","none","52","54","58"
"female","group B","associate's degree","free/reduced","completed","71","84","86"
"male","group D","associate's degree","standard","none","87","89","91"
"male","group D","bachelor's degree","standard","completed","77","77","81"
"female","group E","some high school","free/reduced","completed","62","78","77"
"female","group C","some college","standard","none","53","61","57"
"female","group B","master's degree","standard","none","57","62","64"
"female","group B","master's degree","standard","none","71","71","77"
"male","group D","some college","standard","completed","72","61","72"
"male","group C","high school","free/reduced","completed","68","67","66"
"female","group C","bachelor's degree","standard","none","65","83","75"
"female","group A","high school","free/reduced","none","62","68","72"
"female","group B","some college","free/reduced","none","41","51","45"
"female","group D","some college","standard","none","56","63","57"
"male","group C","associate's degree","standard","completed","56","54","54"
"female","group C","some high school","standard","none","61","66","64"
"female","group B","some high school","standard","none","58","74","72"
"male","group A","associate's degree","free/reduced","none","76","73","69"
"female","group C","high school","standard","completed","63","69","70"
"male","group B","associate's degree","standard","none","82","80","69"
"male","group A","bachelor's degree","free/reduced","completed","72","74","73"
"male","group D","some college","standard","none","69","70","73"
"male","group D","associate's degree","standard","completed","72","78","77"
"female","group D","associate's degree","standard","none","51","56","60"
"male","group C","associate's degree","free/reduced","none","58","60","49"
"female","group B","some high school","standard","none","58","63","64"
"female","group B","associate's degree","standard","completed","59","82","78"
"female","group C","some college","standard","none","43","54","53"
"male","group D","bachelor's degree","standard","none","66","58","67"
"female","group C","high school","free/reduced","none","58","65","66"
"female","group D","bachelor's degree","standard","completed","82","99","100"
"female","group A","high school","standard","completed","86","87","92"
"female","group C","some high school","standard","none","80","85","86"
"female","group C","some college","standard","none","49","52","54"
"male","group C","high school","standard","completed","74","67","62"
"male","group C","high school","standard","none","64","65","57"
"male","group C","associate's degree","standard","none","56","56","40"
"male","group B","some college","free/reduced","none","58","63","51"
"female","group B","associate's degree","standard","completed","44","59","58"
"male","group C","high school","standard","none","79","79","75"
"male","group D","associate's degree","standard","none","80","69","71"
"male","group A","some college","standard","none","78","72","63"
"female","group C","some high school","standard","none","43","53","41"
"female","group A","some high school","free/reduced","none","44","47","50"
"male","group B","some college","standard","completed","79","78","73"
"female","group A","some high school","standard","completed","71","85","80"
"male","group E","some high school","free/reduced","completed","96","81","86"
"male","group E","some college","standard","completed","88","85","85"
"male","group C","high school","standard","none","58","54","52"
"female","group C","bachelor's degree","free/reduced","none","38","45","42"
"female","group D","high school","standard","none","72","76","73"
"male","group B","some high school","standard","completed","86","74","76"
"male","group B","some high school","free/reduced","completed","69","67","66"
"male","group B","bachelor's degree","free/reduced","completed","72","75","73"
"female","group D","high school","standard","none","61","74","72"
"female","group D","some high school","free/reduced","none","33","47","51"
"female","group D","some college","standard","completed","83","83","86"
"male","group D","some high school","standard","completed","91","73","78"
"female","group B","some high school","standard","completed","75","90","91"
"male","group D","some college","standard","none","66","64","68"
"male","group C","some high school","standard","completed","69","72","72"
"male","group E","some college","standard","completed","85","82","83"
"male","group C","some high school","standard","none","72","65","62"
"female","group D","some college","standard","none","74","81","82"
"male","group B","associate's degree","standard","none","76","58","63"
"female","group D","some high school","standard","completed","84","81","90"
"male","group C","some college","free/reduced","none","65","64","58"
"male","group A","bachelor's degree","standard","none","87","78","75"
"male","group C","bachelor's degree","standard","completed","83","78","72"
"male","group E","high school","standard","none","85","75","74"
"male","group D","some college","standard","none","73","71","66"
"male","group C","some high school","free/reduced","none","71","77","72"
"female","group D","some college","free/reduced","completed","60","66","72"
"female","group C","associate's degree","standard","none","68","80","78"
"male","group D","high school","free/reduced","none","58","61","60"
"male","group D","associate's degree","standard","completed","68","60","66"
"female","group C","some college","standard","completed","80","88","86"
"male","group C","bachelor's degree","standard","none","53","61","56"
"female","group C","some high school","standard","none","60","66","69"
"female","group C","high school","standard","none","23","37","38"
"female","group B","some college","free/reduced","none","12","13","14"
"male","group D","bachelor's degree","free/reduced","completed","65","64","69"
"female","group C","some college","standard","none","64","75","73"
"male","group B","some high school","free/reduced","completed","80","83","77"
"female","group D","bachelor's degree","standard","none","66","75","80"
"female","group C","high school","free/reduced","completed","76","83","86"
"female","group C","some college","free/reduced","completed","36","47","48"
"male","group C","high school","free/reduced","none","52","52","43"
"male","group D","associate's degree","standard","none","71","78","72"
"female","group A","some college","standard","none","70","82","77"
"female","group E","high school","free/reduced","none","67","66","62"
"male","group C","some high school","standard","none","53","41","41"
"male","group C","associate's degree","standard","none","77","68","65"
"male","group C","some college","standard","none","61","56","49"
"female","group D","some high school","standard","none","47","55","55"
"male","group E","some high school","free/reduced","completed","69","71","68"
"female","group D","associate's degree","standard","none","86","84","88"
"male","group C","some high school","standard","none","57","46","53"
"female","group D","associate's degree","standard","none","77","77","81"
"female","group D","some college","standard","none","82","86","91"
"female","group A","associate's degree","standard","none","77","75","70"
"male","group B","some high school","free/reduced","none","62","56","62"
"female","group C","some college","standard","none","56","60","61"
"female","group C","high school","standard","completed","71","62","74"
"male","group E","some high school","free/reduced","none","90","81","81"
"male","group C","some high school","free/reduced","completed","44","43","39"
